대시보드품목,조회HS,국가코드,국가,기준월,HS코드,품목명,수출액_USD,수입액_USD,수출중량_KG,수입중량_KG,무역수지_USD
자동차부품,8708,TR,튀르키예,2025-05-01,870892,"소음기(머플러), 배기관, 그 부분품",13999,10247,612,430,3752
자동차부품,8708,TR,튀르키예,2025-05-01,870893,클러치와 그 부분품,603687,19913,90408,2465,583774
자동차부품,8708,TR,튀르키예,2025-05-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,2550533,151919,105155,18472,2398614
자동차부품,8708,TR,튀르키예,2025-05-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,550,340,8,4,210
자동차부품,8708,TR,튀르키예,2025-05-01,870899,기타,7932300,949762,1152976,117709,6982538
자동차부품,8708,TT,트리니다드 토바고,2025-05-01,870830,제동장치와 그 부분품,31082,0,5743,0,31082
자동차부품,8708,TT,트리니다드 토바고,2025-05-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],27470,0,4312,0,27470
자동차부품,8708,TT,트리니다드 토바고,2025-05-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,11353,0,1772,0,11353
자동차부품,8708,TT,트리니다드 토바고,2025-05-01,870899,기타,99169,0,7301,0,99169
자동차부품,8708,TW,대만,2025-05-01,870810,완충기와 그 부분품,100912,7185,5392,520,93727
자동차부품,8708,TW,대만,2025-05-01,870821,안전벨트,2981,0,184,0,2981
자동차부품,8708,TW,대만,2025-05-01,870829,기타,379327,74910,47925,4658,304417
자동차부품,8708,TW,대만,2025-05-01,870830,제동장치와 그 부분품,90949,0,11515,0,90949
자동차부품,8708,TW,대만,2025-05-01,870840,기어박스와 그 부분품,1198907,37887,71102,6262,1161020
자동차부품,8708,TW,대만,2025-05-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",44070,376,5249,9,43694
자동차부품,8708,TW,대만,2025-05-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,13162,95419,1855,1382,-82257
자동차부품,8708,TW,대만,2025-05-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],43449,576860,8370,17493,-533411
자동차부품,8708,TW,대만,2025-05-01,870891,방열기와 그 부분품,10888,0,535,0,10888
자동차부품,8708,TW,대만,2025-05-01,870892,"소음기(머플러), 배기관, 그 부분품",21840,0,2832,0,21840
자동차부품,8708,TW,대만,2025-05-01,870893,클러치와 그 부분품,13519,0,1189,0,13519
자동차부품,8708,TW,대만,2025-05-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,7671,269,614,16,7402
자동차부품,8708,TW,대만,2025-05-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,4831,0,24,0,4831
자동차부품,8708,TW,대만,2025-05-01,870899,기타,1275572,240585,96194,8811,1034987
자동차부품,8708,TZ,탄자니아,2025-05-01,870899,기타,71,0,700,0,71
자동차부품,8708,UA,우크라이나,2025-05-01,870810,완충기와 그 부분품,2905,0,186,0,2905
자동차부품,8708,UA,우크라이나,2025-05-01,870829,기타,661,0,117,0,661
자동차부품,8708,UA,우크라이나,2025-05-01,870830,제동장치와 그 부분품,115761,0,18900,0,115761
자동차부품,8708,UA,우크라이나,2025-05-01,870840,기어박스와 그 부분품,0,990,0,16,-990
자동차부품,8708,UA,우크라이나,2025-05-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",75,0,13,0,75
자동차부품,8708,UA,우크라이나,2025-05-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],83628,0,15643,0,83628
자동차부품,8708,UA,우크라이나,2025-05-01,870891,방열기와 그 부분품,2473,0,394,0,2473
자동차부품,8708,UA,우크라이나,2025-05-01,870893,클러치와 그 부분품,269492,1590,35639,8,267902
자동차부품,8708,UA,우크라이나,2025-05-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,23875,0,4319,0,23875
자동차부품,8708,UA,우크라이나,2025-05-01,870899,기타,548169,5298,74359,29,542871
자동차부품,8708,UM,마이너 아우틀링 합중국 군도,2025-05-01,870899,기타,0,52,0,1,-52
자동차부품,8708,US,미국,2025-05-01,870810,완충기와 그 부분품,5575422,1766972,403635,29636,3808450
자동차부품,8708,US,미국,2025-05-01,870821,안전벨트,3026582,28453,266814,256,2998129
자동차부품,8708,US,미국,2025-05-01,870822,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",1136373,214091,265760,6414,922282
자동차부품,8708,US,미국,2025-05-01,870829,기타,120162073,2586171,16949223,66252,117575902
자동차부품,8708,US,미국,2025-05-01,870830,제동장치와 그 부분품,13856865,14962663,1825249,349520,-1105798
자동차부품,8708,US,미국,2025-05-01,870840,기어박스와 그 부분품,64168436,1523581,5740473,97763,62644855
자동차부품,8708,US,미국,2025-05-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",63361500,375889,9531680,23535,62985611
자동차부품,8708,US,미국,2025-05-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,14178801,119561,2541652,24586,14059240
자동차부품,8708,US,미국,2025-05-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],23713519,635838,4670590,44643,23077681
자동차부품,8708,US,미국,2025-05-01,870891,방열기와 그 부분품,439054,418003,18319,16774,21051
자동차부품,8708,US,미국,2025-05-01,870892,"소음기(머플러), 배기관, 그 부분품",4751103,100419,550394,2330,4650684
자동차부품,8708,US,미국,2025-05-01,870893,클러치와 그 부분품,4832034,2437392,537340,97195,2394642
자동차부품,8708,US,미국,2025-05-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,14976873,116815,1999706,15049,14860058
자동차부품,8708,US,미국,2025-05-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,2715662,966814,182782,52309,1748848
자동차부품,8708,US,미국,2025-05-01,870899,기타,181027430,3360804,18087854,106345,177666626
자동차부품,8708,UY,우루과이,2025-05-01,870810,완충기와 그 부분품,120,0,90,0,120
자동차부품,8708,UY,우루과이,2025-05-01,870821,안전벨트,23,0,30,0,23
자동차부품,8708,UY,우루과이,2025-05-01,870829,기타,51217,0,41310,0,51217
자동차부품,8708,UY,우루과이,2025-05-01,870830,제동장치와 그 부분품,5053,0,1189,0,5053
자동차부품,8708,UY,우루과이,2025-05-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",414837,0,3960,0,414837
자동차부품,8708,UY,우루과이,2025-05-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],7262,0,3615,0,7262
자동차부품,8708,UY,우루과이,2025-05-01,870891,방열기와 그 부분품,122,0,4,0,122
자동차부품,8708,UY,우루과이,2025-05-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,41163,0,1415,0,41163
자동차부품,8708,UY,우루과이,2025-05-01,870899,기타,3980469,0,431316,0,3980469
자동차부품,8708,UZ,우즈베키스탄,2025-05-01,870810,완충기와 그 부분품,12640,0,1527,0,12640
자동차부품,8708,UZ,우즈베키스탄,2025-05-01,870821,안전벨트,78000,0,10230,0,78000
자동차부품,8708,UZ,우즈베키스탄,2025-05-01,870829,기타,416723,0,71713,0,416723
자동차부품,8708,UZ,우즈베키스탄,2025-05-01,870830,제동장치와 그 부분품,5397747,0,940055,0,5397747
자동차부품,8708,UZ,우즈베키스탄,2025-05-01,870840,기어박스와 그 부분품,12172497,0,706149,0,12172497
자동차부품,8708,UZ,우즈베키스탄,2025-05-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",869274,0,109205,0,869274
자동차부품,8708,UZ,우즈베키스탄,2025-05-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,1819722,0,403175,0,1819722
자동차부품,8708,UZ,우즈베키스탄,2025-05-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],1154303,0,230583,0,1154303
자동차부품,8708,UZ,우즈베키스탄,2025-05-01,870891,방열기와 그 부분품,3355,0,960,0,3355
자동차부품,8708,UZ,우즈베키스탄,2025-05-01,870892,"소음기(머플러), 배기관, 그 부분품",519318,0,45578,0,519318
자동차부품,8708,UZ,우즈베키스탄,2025-05-01,870893,클러치와 그 부분품,978870,0,152699,0,978870
자동차부품,8708,UZ,우즈베키스탄,2025-05-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,2658436,0,221627,0,2658436
자동차부품,8708,UZ,우즈베키스탄,2025-05-01,870899,기타,16573026,330,2145460,1,16572696
자동차부품,8708,VA,교황청,2025-05-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],33,0,1,0,33
자동차부품,8708,VA,교황청,2025-05-01,870891,방열기와 그 부분품,99,0,2,0,99
자동차부품,8708,VA,교황청,2025-05-01,870893,클러치와 그 부분품,124,0,8,0,124
자동차부품,8708,VA,교황청,2025-05-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,117,0,5,0,117
자동차부품,8708,VA,교황청,2025-05-01,870899,기타,319,0,15,0,319
자동차부품,8708,VE,베네주엘라,2025-05-01,870899,기타,95362,0,5005,0,95362
자동차부품,8708,VN,베트남,2025-05-01,870810,완충기와 그 부분품,109974,510666,5489,122749,-400692
자동차부품,8708,VN,베트남,2025-05-01,870821,안전벨트,169864,1134612,11859,149497,-964748
자동차부품,8708,VN,베트남,2025-05-01,870822,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",15476,0,2360,0,15476
자동차부품,8708,VN,베트남,2025-05-01,870829,기타,4346381,2934250,356887,287103,1412131
자동차부품,8708,VN,베트남,2025-05-01,870830,제동장치와 그 부분품,218247,200839,25313,131873,17408
자동차부품,8708,VN,베트남,2025-05-01,870840,기어박스와 그 부분품,1976201,2902200,372641,721417,-925999
자동차부품,8708,VN,베트남,2025-05-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",1138998,119890,150327,86784,1019108
자동차부품,8708,VN,베트남,2025-05-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,37201,0,6531,0,37201
자동차부품,8708,VN,베트남,2025-05-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],529174,83,104498,13,529091
자동차부품,8708,VN,베트남,2025-05-01,870891,방열기와 그 부분품,431005,101140,8258,10215,329865
자동차부품,8708,VN,베트남,2025-05-01,870892,"소음기(머플러), 배기관, 그 부분품",277067,1672103,33851,292481,-1395036
자동차부품,8708,VN,베트남,2025-05-01,870893,클러치와 그 부분품,314208,14793,45011,2134,299415
자동차부품,8708,VN,베트남,2025-05-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,4700297,7743552,673051,429499,-3043255
자동차부품,8708,VN,베트남,2025-05-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,5746701,4988963,460933,335766,757738
자동차부품,8708,VN,베트남,2025-05-01,870899,기타,37243561,2327670,3375236,418022,34915891
자동차부품,8708,VU,바누아투,2025-05-01,870899,기타,31809,0,3930,0,31809
자동차부품,8708,YE,예맨,2025-05-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],629,0,85,0,629
자동차부품,8708,YE,예맨,2025-05-01,870893,클러치와 그 부분품,118903,0,16165,0,118903
자동차부품,8708,YE,예맨,2025-05-01,870899,기타,331229,0,68464,0,331229
자동차부품,8708,ZA,남아프리카공화국,2025-05-01,870810,완충기와 그 부분품,25911,46961,1825,505,-21050
자동차부품,8708,ZA,남아프리카공화국,2025-05-01,870821,안전벨트,4052,0,138,0,4052
자동차부품,8708,ZA,남아프리카공화국,2025-05-01,870822,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",0,3164,0,70,-3164
자동차부품,8708,ZA,남아프리카공화국,2025-05-01,870829,기타,101397,3073,11966,74,98324
자동차부품,8708,ZA,남아프리카공화국,2025-05-01,870830,제동장치와 그 부분품,53597,0,8181,0,53597
자동차부품,8708,ZA,남아프리카공화국,2025-05-01,870840,기어박스와 그 부분품,46116,0,1998,0,46116
자동차부품,8708,ZA,남아프리카공화국,2025-05-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",1155759,381,330118,18,1155378
자동차부품,8708,ZA,남아프리카공화국,2025-05-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,9070,3855,616,163,5215
자동차부품,8708,ZA,남아프리카공화국,2025-05-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],128628,2076,15301,21,126552
자동차부품,8708,ZA,남아프리카공화국,2025-05-01,870891,방열기와 그 부분품,6318,4590,756,73,1728
자동차부품,8708,ZA,남아프리카공화국,2025-05-01,870892,"소음기(머플러), 배기관, 그 부분품",29039,33722,1624,7473,-4683
자동차부품,8708,ZA,남아프리카공화국,2025-05-01,870893,클러치와 그 부분품,393804,0,65261,0,393804
자동차부품,8708,ZA,남아프리카공화국,2025-05-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,4829,0,519,0,4829
자동차부품,8708,ZA,남아프리카공화국,2025-05-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,1975,0,106,0,1975
자동차부품,8708,ZA,남아프리카공화국,2025-05-01,870899,기타,332699,2918,22780,49,329781
자동차부품,8708,ZW,짐바브웨,2025-05-01,870899,기타,2758,0,81,0,2758
자동차부품,8708,ZZ,기타국,2025-05-01,870899,기타,1022,0,26,0,1022
자동차부품,8708,AE,아랍에미리트 연합,2025-06-01,870810,완충기와 그 부분품,611956,1178,34168,13,610778
자동차부품,8708,AE,아랍에미리트 연합,2025-06-01,870821,안전벨트,2658,0,1303,0,2658
자동차부품,8708,AE,아랍에미리트 연합,2025-06-01,870829,기타,1917082,26325,217459,691,1890757
자동차부품,8708,AE,아랍에미리트 연합,2025-06-01,870830,제동장치와 그 부분품,1110261,0,144049,0,1110261
자동차부품,8708,AE,아랍에미리트 연합,2025-06-01,870840,기어박스와 그 부분품,561730,198,33466,1,561532
자동차부품,8708,AE,아랍에미리트 연합,2025-06-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",297148,0,41782,0,297148
자동차부품,8708,AE,아랍에미리트 연합,2025-06-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,130705,0,24880,0,130705
자동차부품,8708,AE,아랍에미리트 연합,2025-06-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],1444149,0,201268,0,1444149
자동차부품,8708,AE,아랍에미리트 연합,2025-06-01,870891,방열기와 그 부분품,398078,0,17257,0,398078
자동차부품,8708,AE,아랍에미리트 연합,2025-06-01,870892,"소음기(머플러), 배기관, 그 부분품",666571,0,18665,0,666571
자동차부품,8708,AE,아랍에미리트 연합,2025-06-01,870893,클러치와 그 부분품,2115805,0,341563,0,2115805
자동차부품,8708,AE,아랍에미리트 연합,2025-06-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,385616,153,37796,5,385463
자동차부품,8708,AE,아랍에미리트 연합,2025-06-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,1436,0,500,0,1436
자동차부품,8708,AE,아랍에미리트 연합,2025-06-01,870899,기타,13479066,537,1459894,18,13478529
자동차부품,8708,AF,아프카니스탄,2025-06-01,870899,기타,100,0,60,0,100
자동차부품,8708,AL,알바니아,2025-06-01,870829,기타,0,3014,0,3,-3014
자동차부품,8708,AL,알바니아,2025-06-01,870830,제동장치와 그 부분품,344,0,37,0,344
자동차부품,8708,AL,알바니아,2025-06-01,870892,"소음기(머플러), 배기관, 그 부분품",0,180,0,6,-180
자동차부품,8708,AL,알바니아,2025-06-01,870899,기타,352,804,5,12,-452
자동차부품,8708,AM,아르메니아,2025-06-01,870830,제동장치와 그 부분품,240,0,4,0,240
자동차부품,8708,AM,아르메니아,2025-06-01,870899,기타,59920,0,2273,0,59920
자동차부품,8708,AN,네덜란드 열도,2025-06-01,870899,기타,859,0,60,0,859
자동차부품,8708,AO,앙골라,2025-06-01,870829,기타,177,0,1,0,177
자동차부품,8708,AO,앙골라,2025-06-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,566,0,29,0,566
자동차부품,8708,AO,앙골라,2025-06-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],62,0,24,0,62
자동차부품,8708,AO,앙골라,2025-06-01,870899,기타,46500,0,12183,0,46500
자동차부품,8708,AR,아르헨티나,2025-06-01,870810,완충기와 그 부분품,17443,0,1020,0,17443
자동차부품,8708,AR,아르헨티나,2025-06-01,870821,안전벨트,76,0,8,0,76
자동차부품,8708,AR,아르헨티나,2025-06-01,870822,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",1212,0,151,0,1212
자동차부품,8708,AR,아르헨티나,2025-06-01,870829,기타,99360,0,9671,0,99360
자동차부품,8708,AR,아르헨티나,2025-06-01,870830,제동장치와 그 부분품,66956,0,9907,0,66956
자동차부품,8708,AR,아르헨티나,2025-06-01,870840,기어박스와 그 부분품,1186889,0,75304,0,1186889
자동차부품,8708,AR,아르헨티나,2025-06-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",244570,0,87658,0,244570
자동차부품,8708,AR,아르헨티나,2025-06-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,67092,0,11611,0,67092
자동차부품,8708,AR,아르헨티나,2025-06-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],105214,0,12264,0,105214
자동차부품,8708,AR,아르헨티나,2025-06-01,870891,방열기와 그 부분품,1911,0,121,0,1911
자동차부품,8708,AR,아르헨티나,2025-06-01,870892,"소음기(머플러), 배기관, 그 부분품",843,0,111,0,843
자동차부품,8708,AR,아르헨티나,2025-06-01,870893,클러치와 그 부분품,285468,0,41201,0,285468
자동차부품,8708,AR,아르헨티나,2025-06-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,2685,0,271,0,2685
자동차부품,8708,AR,아르헨티나,2025-06-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,2204,0,39,0,2204
자동차부품,8708,AR,아르헨티나,2025-06-01,870899,기타,276423,591,10953,5,275832
자동차부품,8708,AS,아메리칸 사모아,2025-06-01,870899,기타,6,0,0,0,6
자동차부품,8708,AT,오스트리아,2025-06-01,870810,완충기와 그 부분품,63221,21690,3715,240,41531
자동차부품,8708,AT,오스트리아,2025-06-01,870821,안전벨트,49,0,4,0,49
자동차부품,8708,AT,오스트리아,2025-06-01,870822,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",17050,0,754,0,17050
자동차부품,8708,AT,오스트리아,2025-06-01,870829,기타,441913,181815,10191,4822,260098
자동차부품,8708,AT,오스트리아,2025-06-01,870830,제동장치와 그 부분품,57323,715,5661,10,56608
자동차부품,8708,AT,오스트리아,2025-06-01,870840,기어박스와 그 부분품,114493,22252,5001,36,92241
자동차부품,8708,AT,오스트리아,2025-06-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",262171,87404,28955,2534,174767
자동차부품,8708,AT,오스트리아,2025-06-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,246,202689,42,6334,-202443
자동차부품,8708,AT,오스트리아,2025-06-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],108373,36917,12951,386,71456
자동차부품,8708,AT,오스트리아,2025-06-01,870891,방열기와 그 부분품,21496,0,625,0,21496
자동차부품,8708,AT,오스트리아,2025-06-01,870892,"소음기(머플러), 배기관, 그 부분품",0,45974,0,476,-45974
자동차부품,8708,AT,오스트리아,2025-06-01,870893,클러치와 그 부분품,2279,11003,63,672,-8724
자동차부품,8708,AT,오스트리아,2025-06-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,259184,8940,16150,81,250244
자동차부품,8708,AT,오스트리아,2025-06-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,786,0,77,0,786
자동차부품,8708,AT,오스트리아,2025-06-01,870899,기타,214500,2534988,13500,108580,-2320488
자동차부품,8708,AU,호주,2025-06-01,870810,완충기와 그 부분품,851564,0,24821,0,851564
자동차부품,8708,AU,호주,2025-06-01,870821,안전벨트,36024,0,1547,0,36024
자동차부품,8708,AU,호주,2025-06-01,870822,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",50203,0,3591,0,50203
자동차부품,8708,AU,호주,2025-06-01,870829,기타,1148090,751,86654,8,1147339
자동차부품,8708,AU,호주,2025-06-01,870830,제동장치와 그 부분품,398551,2013,50608,28,396538
자동차부품,8708,AU,호주,2025-06-01,870840,기어박스와 그 부분품,382600,0,21855,0,382600
자동차부품,8708,AU,호주,2025-06-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",116985,0,12931,0,116985
자동차부품,8708,AU,호주,2025-06-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,57333,0,8106,0,57333
자동차부품,8708,AU,호주,2025-06-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],71181,9328,11921,732,61853
자동차부품,8708,AU,호주,2025-06-01,870891,방열기와 그 부분품,105750,0,5879,0,105750
자동차부품,8708,AU,호주,2025-06-01,870892,"소음기(머플러), 배기관, 그 부분품",57207,138,3882,0,57069
자동차부품,8708,AU,호주,2025-06-01,870893,클러치와 그 부분품,98446,0,9039,0,98446
자동차부품,8708,AU,호주,2025-06-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,37512,0,3067,0,37512
자동차부품,8708,AU,호주,2025-06-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,6879,0,271,0,6879
자동차부품,8708,AU,호주,2025-06-01,870899,기타,1031537,7312,39776,77,1024225
자동차부품,8708,AW,아루바,2025-06-01,870899,기타,77,0,2,0,77
자동차부품,8708,AZ,아제르바이잔,2025-06-01,870830,제동장치와 그 부분품,127051,0,19453,0,127051
자동차부품,8708,AZ,아제르바이잔,2025-06-01,870899,기타,1276885,0,78201,0,1276885
자동차부품,8708,BA,보스니아-헤르체고비나,2025-06-01,870829,기타,0,1061,0,37,-1061
자동차부품,8708,BA,보스니아-헤르체고비나,2025-06-01,870830,제동장치와 그 부분품,0,138,0,0,-138
자동차부품,8708,BA,보스니아-헤르체고비나,2025-06-01,870891,방열기와 그 부분품,0,393,0,1,-393
자동차부품,8708,BA,보스니아-헤르체고비나,2025-06-01,870899,기타,0,9828,0,412,-9828
자동차부품,8708,BB,바베이도스,2025-06-01,870899,기타,1467,0,19,0,1467
자동차부품,8708,BD,방글라데시,2025-06-01,870829,기타,79,0,5,0,79
자동차부품,8708,BD,방글라데시,2025-06-01,870840,기어박스와 그 부분품,7615,0,660,0,7615
자동차부품,8708,BD,방글라데시,2025-06-01,870893,클러치와 그 부분품,65918,0,2970,0,65918
자동차부품,8708,BD,방글라데시,2025-06-01,870899,기타,132814,0,7180,0,132814
자동차부품,8708,BE,벨기에,2025-06-01,870810,완충기와 그 부분품,870053,55466,17506,936,814587
자동차부품,8708,BE,벨기에,2025-06-01,870821,안전벨트,13632,0,372,0,13632
자동차부품,8708,BE,벨기에,2025-06-01,870822,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",406642,21297,20094,1010,385345
자동차부품,8708,BE,벨기에,2025-06-01,870829,기타,1117425,33888,60528,456,1083537
자동차부품,8708,BE,벨기에,2025-06-01,870830,제동장치와 그 부분품,273538,5313,11685,165,268225
자동차부품,8708,BE,벨기에,2025-06-01,870840,기어박스와 그 부분품,398654,832,17554,4,397822
자동차부품,8708,BE,벨기에,2025-06-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",67569,189,5385,11,67380
자동차부품,8708,BE,벨기에,2025-06-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,87366,0,6748,0,87366
자동차부품,8708,BE,벨기에,2025-06-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],235272,1037,21053,10,234235
자동차부품,8708,BE,벨기에,2025-06-01,870891,방열기와 그 부분품,66111,954,1715,10,65157
자동차부품,8708,BE,벨기에,2025-06-01,870892,"소음기(머플러), 배기관, 그 부분품",14549,542,1309,11,14007
자동차부품,8708,BE,벨기에,2025-06-01,870893,클러치와 그 부분품,273107,0,13312,0,273107
자동차부품,8708,BE,벨기에,2025-06-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,101346,1879,3977,11,99467
자동차부품,8708,BE,벨기에,2025-06-01,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품,2962,0,72,0,2962
자동차부품,8708,BE,벨기에,2025-06-01,870899,기타,1328003,93822,66093,3639,1234181
자동차부품,8708,BG,불가리아,2025-06-01,870822,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",0,1104,0,71,-1104
자동차부품,8708,BG,불가리아,2025-06-01,870829,기타,362,10023,1,202,-9661
자동차부품,8708,BG,불가리아,2025-06-01,870830,제동장치와 그 부분품,0,52,0,0,-52
자동차부품,8708,BG,불가리아,2025-06-01,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품",0,4509,0,51,-4509
자동차부품,8708,BG,불가리아,2025-06-01,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],0,772,0,7,-772
자동차부품,8708,BG,불가리아,2025-06-01,870891,방열기와 그 부분품,0,1251,0,14,-1251
자동차부품,8708,BG,불가리아,2025-06-01,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,0,154,0,3,-154
자동차부품,8708,BG,불가리아,2025-06-01,870899,기타,534070,11454,30831,119,522616
자동차부품,8708,BH,바레인,2025-06-01,870829,기타,10300,0,1300,0,10300
자동차부품,8708,BH,바레인,2025-06-01,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품,0,948,0,44,-948
